step=0: nr=0, ctr1=0, ctr2=0, ctr3=0, RNA=0  (tn=40000, r=40000)
step=10000: nr=10, ctr1=10, ctr2=10, ctr3=10, RNA=2457  (tn=40320, r=37476)
step=20000: nr=253, ctr1=27, ctr2=9, ctr3=10, RNA=5066  (tn=40320, r=26977)
step=30000: nr=939, ctr1=34, ctr2=7, ctr3=10, RNA=7505  (tn=40320, r=12152)
step=40000: nr=1375, ctr1=50, ctr2=7, ctr3=9, RNA=8154  (tn=40320, r=4809)
step=50000: nr=1644, ctr1=50, ctr2=7, ctr3=7, RNA=7972  (tn=40320, r=1794)
step=60000: nr=1825, ctr1=56, ctr2=7, ctr3=6, RNA=7771  (tn=40320, r=500)
step=70000: nr=1884, ctr1=58, ctr2=6, ctr3=5, RNA=7408  (tn=40320, r=107)
step=80000: nr=1960, ctr1=57, ctr2=6, ctr3=5, RNA=7151  (tn=40320, r=27)
step=90000: nr=1960, ctr1=54, ctr2=6, ctr3=4, RNA=6876  (tn=40320, r=12)
step=100000: nr=1948, ctr1=57, ctr2=6, ctr3=4, RNA=6654  (tn=40320, r=17)
step=110000: nr=1947, ctr1=56, ctr2=6, ctr3=4, RNA=6435  (tn=40320, r=12)
step=120000: nr=1910, ctr1=53, ctr2=6, ctr3=4, RNA=6254  (tn=40320, r=19)
step=130000: nr=1905, ctr1=53, ctr2=5, ctr3=3, RNA=6057  (tn=40320, r=15)
step=140000: nr=1874, ctr1=53, ctr2=5, ctr3=3, RNA=5910  (tn=40320, r=9)
step=150000: nr=1838, ctr1=52, ctr2=5, ctr3=3, RNA=5809  (tn=40320, r=15)
step=160000: nr=1846, ctr1=52, ctr2=5, ctr3=3, RNA=5729  (tn=40320, r=15)
step=170000: nr=1837, ctr1=50, ctr2=5, ctr3=3, RNA=5676  (tn=40320, r=15)
step=180000: nr=1825, ctr1=52, ctr2=5, ctr3=3, RNA=5605  (tn=40320, r=17)
step=190000: nr=1807, ctr1=49, ctr2=5, ctr3=3, RNA=5546  (tn=40320, r=14)
step=200000: nr=1770, ctr1=51, ctr2=5, ctr3=3, RNA=5508  (tn=40320, r=15)
step=210000: nr=1763, ctr1=47, ctr2=5, ctr3=3, RNA=5467  (tn=40320, r=21)
step=220000: nr=1741, ctr1=46, ctr2=5, ctr3=3, RNA=5410  (tn=40320, r=16)
step=230000: nr=1747, ctr1=42, ctr2=5, ctr3=4, RNA=5371  (tn=40320, r=14)
step=240000: nr=1749, ctr1=39, ctr2=5, ctr3=4, RNA=5368  (tn=40320, r=18)
step=250000: nr=1741, ctr1=40, ctr2=5, ctr3=4, RNA=5338  (tn=40320, r=22)
step=260000: nr=1704, ctr1=39, ctr2=5, ctr3=4, RNA=5331  (tn=40320, r=18)
step=270000: nr=1687, ctr1=38, ctr2=5, ctr3=4, RNA=5307  (tn=40320, r=23)
