step=0: nr=0, ctr1=0, ctr2=0, ctr3=0, RNA=0  (tn=40000, r=40000)
step=10000: nr=10, ctr1=10, ctr2=10, ctr3=10, RNA=2419  (tn=40320, r=37543)
step=20000: nr=378, ctr1=10, ctr2=10, ctr3=9, RNA=5798  (tn=40320, r=24487)
step=30000: nr=1179, ctr1=10, ctr2=8, ctr3=9, RNA=7589  (tn=40320, r=9442)
step=40000: nr=1643, ctr1=10, ctr2=8, ctr3=9, RNA=7870  (tn=40320, r=3399)
step=50000: nr=1788, ctr1=10, ctr2=8, ctr3=9, RNA=7565  (tn=40320, r=1067)
step=60000: nr=1820, ctr1=10, ctr2=7, ctr3=7, RNA=7169  (tn=40320, r=217)
step=70000: nr=1829, ctr1=10, ctr2=7, ctr3=9, RNA=6753  (tn=40320, r=58)
step=80000: nr=1773, ctr1=10, ctr2=6, ctr3=9, RNA=6403  (tn=40320, r=19)
step=90000: nr=1764, ctr1=9, ctr2=6, ctr3=9, RNA=6090  (tn=40320, r=22)
step=100000: nr=1802, ctr1=9, ctr2=5, ctr3=10, RNA=5936  (tn=40320, r=26)
step=110000: nr=1787, ctr1=9, ctr2=5, ctr3=9, RNA=5736  (tn=40320, r=34)
step=120000: nr=1772, ctr1=7, ctr2=4, ctr3=8, RNA=5614  (tn=40320, r=32)
step=130000: nr=1775, ctr1=7, ctr2=4, ctr3=9, RNA=5521  (tn=40320, r=35)
step=140000: nr=1769, ctr1=7, ctr2=4, ctr3=9, RNA=5466  (tn=40320, r=37)
step=150000: nr=1775, ctr1=7, ctr2=4, ctr3=8, RNA=5410  (tn=40320, r=31)
step=160000: nr=1763, ctr1=6, ctr2=3, ctr3=4, RNA=5291  (tn=40320, r=30)
step=170000: nr=1773, ctr1=6, ctr2=3, ctr3=4, RNA=5279  (tn=40320, r=39)
step=180000: nr=1742, ctr1=6, ctr2=3, ctr3=4, RNA=5228  (tn=40320, r=30)
step=190000: nr=1746, ctr1=5, ctr2=3, ctr3=4, RNA=5165  (tn=40320, r=26)
step=200000: nr=1730, ctr1=6, ctr2=2, ctr3=4, RNA=5110  (tn=40320, r=45)
step=210000: nr=1752, ctr1=6, ctr2=2, ctr3=4, RNA=5058  (tn=40320, r=29)
step=220000: nr=1726, ctr1=5, ctr2=2, ctr3=4, RNA=5019  (tn=40320, r=30)
step=230000: nr=1747, ctr1=4, ctr2=2, ctr3=3, RNA=4996  (tn=40320, r=30)
step=240000: nr=1744, ctr1=4, ctr2=1, ctr3=3, RNA=4965  (tn=40320, r=32)
