step=0: nr=0, ctr1=0, ctr2=0, ctr3=0, RNA=0  (tn=40000, r=40000)
step=10000: nr=10, ctr1=10, ctr2=10, ctr3=10, RNA=2457  (tn=40320, r=37476)
step=20000: nr=341, ctr1=12, ctr2=10, ctr3=13, RNA=5793  (tn=40320, r=24036)
step=30000: nr=1028, ctr1=16, ctr2=9, ctr3=15, RNA=7659  (tn=40320, r=9709)
step=40000: nr=1382, ctr1=20, ctr2=9, ctr3=20, RNA=8106  (tn=40320, r=2593)
step=50000: nr=1595, ctr1=20, ctr2=9, ctr3=21, RNA=7888  (tn=40320, r=458)
step=60000: nr=1698, ctr1=23, ctr2=9, ctr3=21, RNA=7561  (tn=40320, r=79)
step=70000: nr=1735, ctr1=23, ctr2=8, ctr3=20, RNA=7284  (tn=40320, r=27)
step=80000: nr=1754, ctr1=22, ctr2=7, ctr3=18, RNA=6966  (tn=40320, r=15)
step=90000: nr=1800, ctr1=20, ctr2=7, ctr3=18, RNA=6702  (tn=40320, r=20)
step=100000: nr=1796, ctr1=20, ctr2=7, ctr3=19, RNA=6452  (tn=40320, r=11)
step=110000: nr=1763, ctr1=19, ctr2=5, ctr3=20, RNA=6169  (tn=40320, r=19)
step=120000: nr=1757, ctr1=18, ctr2=5, ctr3=19, RNA=5998  (tn=40320, r=29)
step=130000: nr=1737, ctr1=18, ctr2=4, ctr3=18, RNA=5810  (tn=40320, r=19)
step=140000: nr=1712, ctr1=18, ctr2=4, ctr3=17, RNA=5676  (tn=40320, r=29)
step=150000: nr=1716, ctr1=17, ctr2=4, ctr3=17, RNA=5604  (tn=40320, r=17)
step=160000: nr=1707, ctr1=16, ctr2=3, ctr3=16, RNA=5480  (tn=40320, r=27)
step=170000: nr=1711, ctr1=16, ctr2=3, ctr3=16, RNA=5413  (tn=40320, r=30)
step=180000: nr=1676, ctr1=16, ctr2=3, ctr3=13, RNA=5361  (tn=40320, r=25)
step=190000: nr=1698, ctr1=15, ctr2=3, ctr3=15, RNA=5327  (tn=40320, r=30)
step=200000: nr=1691, ctr1=11, ctr2=3, ctr3=15, RNA=5273  (tn=40320, r=35)
step=210000: nr=1677, ctr1=10, ctr2=2, ctr3=14, RNA=5225  (tn=40320, r=24)
step=220000: nr=1666, ctr1=11, ctr2=2, ctr3=14, RNA=5163  (tn=40320, r=28)
step=230000: nr=1665, ctr1=10, ctr2=2, ctr3=13, RNA=5124  (tn=40320, r=27)
step=240000: nr=1659, ctr1=10, ctr2=2, ctr3=13, RNA=5104  (tn=40320, r=27)
step=250000: nr=1641, ctr1=11, ctr2=2, ctr3=13, RNA=5066  (tn=40320, r=39)
step=260000: nr=1634, ctr1=11, ctr2=2, ctr3=13, RNA=5043  (tn=40320, r=32)
step=270000: nr=1630, ctr1=10, ctr2=2, ctr3=14, RNA=5013  (tn=40320, r=44)
step=280000: nr=1624, ctr1=10, ctr2=2, ctr3=13, RNA=4949  (tn=40320, r=38)
step=290000: nr=1613, ctr1=10, ctr2=2, ctr3=13, RNA=4990  (tn=40320, r=44)
step=300000: nr=1619, ctr1=10, ctr2=2, ctr3=12, RNA=4943  (tn=40320, r=37)
step=310000: nr=1589, ctr1=10, ctr2=2, ctr3=11, RNA=4910  (tn=40320, r=34)
step=320000: nr=1597, ctr1=10, ctr2=2, ctr3=12, RNA=4909  (tn=40320, r=37)
step=330000: nr=1586, ctr1=9, ctr2=2, ctr3=11, RNA=4892  (tn=40320, r=49)
step=340000: nr=1572, ctr1=9, ctr2=2, ctr3=12, RNA=4895  (tn=40320, r=42)
step=350000: nr=1572, ctr1=9, ctr2=2, ctr3=12, RNA=4847  (tn=40320, r=28)
step=360000: nr=1552, ctr1=9, ctr2=2, ctr3=12, RNA=4830  (tn=40320, r=32)
step=370000: nr=1553, ctr1=10, ctr2=1, ctr3=12, RNA=4815  (tn=40320, r=33)
step=380000: nr=1539, ctr1=9, ctr2=1, ctr3=11, RNA=4807  (tn=40320, r=41)
step=390000: nr=1513, ctr1=8, ctr2=1, ctr3=11, RNA=4818  (tn=40320, r=42)
step=400000: nr=1496, ctr1=8, ctr2=1, ctr3=9, RNA=4802  (tn=40320, r=44)
step=410000: nr=1487, ctr1=7, ctr2=1, ctr3=9, RNA=4786  (tn=40320, r=46)
step=420000: nr=1480, ctr1=7, ctr2=0, ctr3=8, RNA=4816  (tn=40320, r=49)
step=430000: nr=1479, ctr1=7, ctr2=0, ctr3=8, RNA=4779  (tn=40320, r=51)
step=440000: nr=1464, ctr1=6, ctr2=0, ctr3=8, RNA=4769  (tn=40320, r=51)
step=450000: nr=1459, ctr1=6, ctr2=0, ctr3=8, RNA=4764  (tn=40320, r=68)
step=460000: nr=1450, ctr1=6, ctr2=0, ctr3=8, RNA=4755  (tn=40320, r=48)
step=470000: nr=1446, ctr1=6, ctr2=0, ctr3=8, RNA=4744  (tn=40320, r=43)
step=480000: nr=1443, ctr1=5, ctr2=0, ctr3=6, RNA=4737  (tn=40320, r=51)
step=490000: nr=1442, ctr1=5, ctr2=0, ctr3=7, RNA=4748  (tn=40320, r=51)
step=500000: nr=1441, ctr1=5, ctr2=0, ctr3=7, RNA=4742  (tn=40320, r=57)
step=510000: nr=1446, ctr1=4, ctr2=0, ctr3=7, RNA=4745  (tn=40320, r=67)
step=520000: nr=1438, ctr1=4, ctr2=0, ctr3=6, RNA=4683  (tn=40320, r=49)
step=530000: nr=1425, ctr1=4, ctr2=0, ctr3=6, RNA=4718  (tn=40320, r=52)
step=540000: nr=1427, ctr1=2, ctr2=0, ctr3=5, RNA=4710  (tn=40320, r=63)
step=550000: nr=1416, ctr1=2, ctr2=0, ctr3=4, RNA=4708  (tn=40320, r=55)
step=560000: nr=1413, ctr1=2, ctr2=0, ctr3=4, RNA=4724  (tn=40320, r=62)
