step=0: nr=0, ctr1=0, ctr2=0, ctr3=0, RNA=0  (tn=40000, r=40000)
step=10000: nr=10, ctr1=10, ctr2=10, ctr3=10, RNA=2373  (tn=40320, r=37576)
step=20000: nr=390, ctr1=10, ctr2=10, ctr3=10, RNA=5996  (tn=40320, r=23421)
step=30000: nr=1256, ctr1=13, ctr2=9, ctr3=9, RNA=7515  (tn=40320, r=9243)
step=40000: nr=1645, ctr1=15, ctr2=9, ctr3=9, RNA=7623  (tn=40320, r=3757)
step=50000: nr=1889, ctr1=18, ctr2=9, ctr3=9, RNA=7461  (tn=40320, r=1229)
step=60000: nr=1995, ctr1=20, ctr2=7, ctr3=9, RNA=7086  (tn=40320, r=295)
step=70000: nr=1974, ctr1=20, ctr2=7, ctr3=7, RNA=6586  (tn=40320, r=82)
step=80000: nr=1911, ctr1=21, ctr2=7, ctr3=7, RNA=6131  (tn=40320, r=30)
step=90000: nr=1848, ctr1=20, ctr2=7, ctr3=5, RNA=5826  (tn=40320, r=23)
step=100000: nr=1831, ctr1=16, ctr2=6, ctr3=5, RNA=5587  (tn=40320, r=25)
step=110000: nr=1755, ctr1=16, ctr2=6, ctr3=5, RNA=5346  (tn=40320, r=24)
step=120000: nr=1726, ctr1=15, ctr2=6, ctr3=5, RNA=5203  (tn=40320, r=35)
step=130000: nr=1717, ctr1=12, ctr2=6, ctr3=4, RNA=5092  (tn=40320, r=33)
step=140000: nr=1687, ctr1=12, ctr2=6, ctr3=4, RNA=5036  (tn=40320, r=34)
step=150000: nr=1693, ctr1=13, ctr2=6, ctr3=4, RNA=4984  (tn=40320, r=42)
step=160000: nr=1678, ctr1=12, ctr2=6, ctr3=4, RNA=4923  (tn=40320, r=39)
step=170000: nr=1670, ctr1=12, ctr2=5, ctr3=2, RNA=4858  (tn=40320, r=44)
step=180000: nr=1654, ctr1=12, ctr2=5, ctr3=1, RNA=4783  (tn=40320, r=39)
step=190000: nr=1638, ctr1=12, ctr2=5, ctr3=1, RNA=4752  (tn=40320, r=37)
step=200000: nr=1639, ctr1=11, ctr2=4, ctr3=1, RNA=4741  (tn=40320, r=47)
step=210000: nr=1617, ctr1=11, ctr2=4, ctr3=1, RNA=4678  (tn=40320, r=46)
step=220000: nr=1601, ctr1=10, ctr2=3, ctr3=1, RNA=4611  (tn=40320, r=58)
step=230000: nr=1607, ctr1=10, ctr2=3, ctr3=1, RNA=4582  (tn=40320, r=55)
step=240000: nr=1607, ctr1=10, ctr2=3, ctr3=1, RNA=4576  (tn=40320, r=52)
step=250000: nr=1602, ctr1=9, ctr2=3, ctr3=1, RNA=4517  (tn=40320, r=54)
step=260000: nr=1579, ctr1=9, ctr2=2, ctr3=1, RNA=4482  (tn=40320, r=51)
step=270000: nr=1577, ctr1=9, ctr2=2, ctr3=1, RNA=4463  (tn=40320, r=65)
step=280000: nr=1555, ctr1=9, ctr2=2, ctr3=1, RNA=4406  (tn=40320, r=52)
step=290000: nr=1567, ctr1=9, ctr2=2, ctr3=1, RNA=4396  (tn=40320, r=65)
step=300000: nr=1563, ctr1=9, ctr2=2, ctr3=1, RNA=4335  (tn=40320, r=66)
step=310000: nr=1534, ctr1=9, ctr2=2, ctr3=1, RNA=4302  (tn=40320, r=65)
step=320000: nr=1538, ctr1=8, ctr2=2, ctr3=1, RNA=4260  (tn=40320, r=85)
step=330000: nr=1517, ctr1=8, ctr2=2, ctr3=1, RNA=4190  (tn=40320, r=63)
step=340000: nr=1517, ctr1=8, ctr2=2, ctr3=1, RNA=4170  (tn=40320, r=67)
step=350000: nr=1500, ctr1=8, ctr2=2, ctr3=1, RNA=4165  (tn=40320, r=72)
step=360000: nr=1485, ctr1=8, ctr2=2, ctr3=1, RNA=4111  (tn=40320, r=88)
step=370000: nr=1497, ctr1=8, ctr2=2, ctr3=1, RNA=4093  (tn=40320, r=71)
step=380000: nr=1496, ctr1=8, ctr2=2, ctr3=1, RNA=4064  (tn=40320, r=69)
step=390000: nr=1472, ctr1=6, ctr2=2, ctr3=1, RNA=4018  (tn=40320, r=74)
step=400000: nr=1451, ctr1=6, ctr2=2, ctr3=1, RNA=4007  (tn=40320, r=80)
step=410000: nr=1436, ctr1=6, ctr2=2, ctr3=1, RNA=3976  (tn=40320, r=92)
step=420000: nr=1428, ctr1=6, ctr2=2, ctr3=1, RNA=3941  (tn=40320, r=92)
step=430000: nr=1429, ctr1=6, ctr2=2, ctr3=1, RNA=3943  (tn=40320, r=75)
step=440000: nr=1410, ctr1=6, ctr2=2, ctr3=1, RNA=3920  (tn=40320, r=90)
step=450000: nr=1409, ctr1=6, ctr2=2, ctr3=1, RNA=3890  (tn=40320, r=90)
step=460000: nr=1413, ctr1=5, ctr2=2, ctr3=1, RNA=3880  (tn=40320, r=76)
step=470000: nr=1432, ctr1=5, ctr2=2, ctr3=1, RNA=3873  (tn=40320, r=82)
step=480000: nr=1416, ctr1=5, ctr2=2, ctr3=1, RNA=3858  (tn=40320, r=88)
step=490000: nr=1398, ctr1=5, ctr2=2, ctr3=1, RNA=3831  (tn=40320, r=92)
step=500000: nr=1401, ctr1=5, ctr2=2, ctr3=1, RNA=3860  (tn=40320, r=102)
step=510000: nr=1409, ctr1=5, ctr2=2, ctr3=1, RNA=3837  (tn=40320, r=102)
step=520000: nr=1407, ctr1=4, ctr2=2, ctr3=1, RNA=3838  (tn=40320, r=83)
step=530000: nr=1394, ctr1=4, ctr2=2, ctr3=1, RNA=3812  (tn=40320, r=85)
step=540000: nr=1414, ctr1=4, ctr2=2, ctr3=1, RNA=3808  (tn=40320, r=87)
step=550000: nr=1395, ctr1=4, ctr2=2, ctr3=1, RNA=3755  (tn=40320, r=110)
step=560000: nr=1387, ctr1=4, ctr2=2, ctr3=1, RNA=3744  (tn=40320, r=112)
step=570000: nr=1390, ctr1=4, ctr2=2, ctr3=1, RNA=3735  (tn=40320, r=105)
step=580000: nr=1385, ctr1=4, ctr2=2, ctr3=1, RNA=3705  (tn=40320, r=112)
step=590000: nr=1402, ctr1=4, ctr2=2, ctr3=1, RNA=3716  (tn=40320, r=114)
step=600000: nr=1402, ctr1=4, ctr2=1, ctr3=1, RNA=3680  (tn=40320, r=122)
step=610000: nr=1378, ctr1=4, ctr2=1, ctr3=1, RNA=3646  (tn=40320, r=108)
step=620000: nr=1393, ctr1=4, ctr2=0, ctr3=1, RNA=3637  (tn=40320, r=115)
step=630000: nr=1394, ctr1=3, ctr2=0, ctr3=1, RNA=3664  (tn=40320, r=119)
step=640000: nr=1397, ctr1=3, ctr2=0, ctr3=1, RNA=3646  (tn=40320, r=109)
step=650000: nr=1399, ctr1=2, ctr2=0, ctr3=1, RNA=3644  (tn=40320, r=109)
step=660000: nr=1393, ctr1=2, ctr2=0, ctr3=1, RNA=3629  (tn=40320, r=110)
step=670000: nr=1397, ctr1=2, ctr2=0, ctr3=1, RNA=3604  (tn=40320, r=107)
step=680000: nr=1411, ctr1=1, ctr2=0, ctr3=1, RNA=3631  (tn=40320, r=128)
step=690000: nr=1406, ctr1=1, ctr2=0, ctr3=1, RNA=3614  (tn=40320, r=119)
step=700000: nr=1410, ctr1=1, ctr2=0, ctr3=1, RNA=3613  (tn=40320, r=125)
step=710000: nr=1411, ctr1=1, ctr2=0, ctr3=0, RNA=3588  (tn=40320, r=131)
step=720000: nr=1416, ctr1=1, ctr2=0, ctr3=0, RNA=3623  (tn=40320, r=117)
step=730000: nr=1406, ctr1=1, ctr2=0, ctr3=0, RNA=3593  (tn=40320, r=137)
step=740000: nr=1393, ctr1=1, ctr2=0, ctr3=0, RNA=3574  (tn=40320, r=125)
step=750000: nr=1411, ctr1=1, ctr2=0, ctr3=0, RNA=3566  (tn=40320, r=116)
step=760000: nr=1414, ctr1=1, ctr2=0, ctr3=0, RNA=3570  (tn=40320, r=114)
step=770000: nr=1405, ctr1=1, ctr2=0, ctr3=0, RNA=3539  (tn=40320, r=123)
step=780000: nr=1404, ctr1=1, ctr2=0, ctr3=0, RNA=3541  (tn=40320, r=111)
step=790000: nr=1409, ctr1=1, ctr2=0, ctr3=0, RNA=3514  (tn=40320, r=129)
step=800000: nr=1407, ctr1=1, ctr2=0, ctr3=0, RNA=3507  (tn=40320, r=137)
step=810000: nr=1405, ctr1=2, ctr2=0, ctr3=0, RNA=3483  (tn=40320, r=122)
step=820000: nr=1404, ctr1=2, ctr2=0, ctr3=0, RNA=3470  (tn=40320, r=125)
step=830000: nr=1393, ctr1=2, ctr2=0, ctr3=0, RNA=3468  (tn=40320, r=133)
step=840000: nr=1407, ctr1=2, ctr2=0, ctr3=0, RNA=3473  (tn=40320, r=135)
step=850000: nr=1430, ctr1=1, ctr2=0, ctr3=0, RNA=3470  (tn=40320, r=125)
step=860000: nr=1421, ctr1=1, ctr2=0, ctr3=0, RNA=3476  (tn=40320, r=125)
step=870000: nr=1437, ctr1=1, ctr2=0, ctr3=0, RNA=3461  (tn=40320, r=133)
step=880000: nr=1412, ctr1=1, ctr2=0, ctr3=0, RNA=3448  (tn=40320, r=133)
step=890000: nr=1419, ctr1=1, ctr2=0, ctr3=0, RNA=3437  (tn=40320, r=127)
step=900000: nr=1436, ctr1=1, ctr2=0, ctr3=0, RNA=3452  (tn=40320, r=119)
step=910000: nr=1439, ctr1=1, ctr2=0, ctr3=0, RNA=3440  (tn=40320, r=115)
step=920000: nr=1439, ctr1=1, ctr2=0, ctr3=0, RNA=3438  (tn=40320, r=117)
step=930000: nr=1454, ctr1=1, ctr2=0, ctr3=0, RNA=3438  (tn=40320, r=120)
step=940000: nr=1455, ctr1=1, ctr2=0, ctr3=0, RNA=3435  (tn=40320, r=123)
step=950000: nr=1439, ctr1=1, ctr2=0, ctr3=0, RNA=3410  (tn=40320, r=123)
step=960000: nr=1452, ctr1=1, ctr2=0, ctr3=0, RNA=3380  (tn=40320, r=139)
step=970000: nr=1465, ctr1=1, ctr2=0, ctr3=0, RNA=3395  (tn=40320, r=152)
step=980000: nr=1456, ctr1=1, ctr2=0, ctr3=0, RNA=3405  (tn=40320, r=131)
step=990000: nr=1464, ctr1=1, ctr2=0, ctr3=0, RNA=3401  (tn=40320, r=141)
step=1000000: nr=1467, ctr1=1, ctr2=0, ctr3=0, RNA=3373  (tn=40320, r=130)
step=1010000: nr=1469, ctr1=1, ctr2=0, ctr3=0, RNA=3367  (tn=40320, r=142)
step=1020000: nr=1493, ctr1=1, ctr2=0, ctr3=0, RNA=3377  (tn=40320, r=135)
step=1030000: nr=1492, ctr1=1, ctr2=0, ctr3=0, RNA=3359  (tn=40320, r=142)
step=1040000: nr=1501, ctr1=1, ctr2=0, ctr3=0, RNA=3355  (tn=40320, r=133)
step=1050000: nr=1501, ctr1=1, ctr2=0, ctr3=0, RNA=3359  (tn=40320, r=145)
step=1060000: nr=1503, ctr1=1, ctr2=0, ctr3=0, RNA=3385  (tn=40320, r=138)
step=1070000: nr=1503, ctr1=1, ctr2=0, ctr3=0, RNA=3369  (tn=40320, r=135)
step=1080000: nr=1506, ctr1=1, ctr2=0, ctr3=0, RNA=3357  (tn=40320, r=148)
step=1090000: nr=1504, ctr1=1, ctr2=0, ctr3=0, RNA=3316  (tn=40320, r=139)
step=1100000: nr=1503, ctr1=1, ctr2=0, ctr3=0, RNA=3351  (tn=40320, r=116)
