step=0: nr=0, ctr1=0, ctr2=0, ctr3=0, RNA=0  (tn=40000, r=40000)
step=10000: nr=10, ctr1=10, ctr2=10, ctr3=10, RNA=2323  (tn=40320, r=37621)
step=20000: nr=257, ctr1=8, ctr2=10, ctr3=9, RNA=4905  (tn=40320, r=27895)
step=30000: nr=918, ctr1=8, ctr2=9, ctr3=9, RNA=6974  (tn=40320, r=13954)
step=40000: nr=1389, ctr1=8, ctr2=8, ctr3=8, RNA=7605  (tn=40320, r=6379)
step=50000: nr=1611, ctr1=8, ctr2=8, ctr3=8, RNA=7434  (tn=40320, r=2753)
step=60000: nr=1724, ctr1=8, ctr2=8, ctr3=8, RNA=7144  (tn=40320, r=1151)
step=70000: nr=1733, ctr1=8, ctr2=8, ctr3=8, RNA=6722  (tn=40320, r=385)
step=80000: nr=1763, ctr1=8, ctr2=8, ctr3=8, RNA=6353  (tn=40320, r=120)
step=90000: nr=1771, ctr1=9, ctr2=8, ctr3=7, RNA=6050  (tn=40320, r=60)
step=100000: nr=1757, ctr1=8, ctr2=8, ctr3=6, RNA=5856  (tn=40320, r=25)
step=110000: nr=1770, ctr1=8, ctr2=8, ctr3=6, RNA=5656  (tn=40320, r=24)
step=120000: nr=1767, ctr1=8, ctr2=5, ctr3=5, RNA=5560  (tn=40320, r=22)
step=130000: nr=1770, ctr1=8, ctr2=5, ctr3=4, RNA=5444  (tn=40320, r=21)
step=140000: nr=1741, ctr1=8, ctr2=6, ctr3=4, RNA=5352  (tn=40320, r=23)
step=150000: nr=1755, ctr1=8, ctr2=5, ctr3=4, RNA=5282  (tn=40320, r=23)
step=160000: nr=1748, ctr1=8, ctr2=5, ctr3=4, RNA=5206  (tn=40320, r=15)
step=170000: nr=1736, ctr1=8, ctr2=5, ctr3=3, RNA=5160  (tn=40320, r=27)
step=180000: nr=1727, ctr1=8, ctr2=5, ctr3=3, RNA=5095  (tn=40320, r=33)
step=190000: nr=1703, ctr1=8, ctr2=5, ctr3=3, RNA=5025  (tn=40320, r=18)
step=200000: nr=1705, ctr1=8, ctr2=5, ctr3=2, RNA=5000  (tn=40320, r=28)
