step=0: nr=0, ctr1=0, ctr2=0, ctr3=0, RNA=0  (tn=40000, r=40000)
step=10000: nr=10, ctr1=10, ctr2=10, ctr3=10, RNA=2341  (tn=40320, r=37607)
step=20000: nr=367, ctr1=10, ctr2=9, ctr3=10, RNA=5971  (tn=40320, r=23823)
step=30000: nr=1249, ctr1=9, ctr2=9, ctr3=11, RNA=8101  (tn=40320, r=7665)
step=40000: nr=1710, ctr1=9, ctr2=9, ctr3=11, RNA=8073  (tn=40320, r=2273)
step=50000: nr=1900, ctr1=9, ctr2=8, ctr3=11, RNA=7775  (tn=40320, r=461)
step=60000: nr=2019, ctr1=9, ctr2=7, ctr3=11, RNA=7418  (tn=40320, r=96)
step=70000: nr=2040, ctr1=10, ctr2=7, ctr3=11, RNA=6992  (tn=40320, r=33)
step=80000: nr=1999, ctr1=11, ctr2=7, ctr3=10, RNA=6567  (tn=40320, r=13)
step=90000: nr=1908, ctr1=12, ctr2=7, ctr3=10, RNA=6209  (tn=40320, r=14)
step=100000: nr=1867, ctr1=10, ctr2=7, ctr3=10, RNA=5894  (tn=40320, r=13)
step=110000: nr=1853, ctr1=9, ctr2=7, ctr3=9, RNA=5759  (tn=40320, r=20)
step=120000: nr=1818, ctr1=9, ctr2=5, ctr3=9, RNA=5574  (tn=40320, r=24)
step=130000: nr=1807, ctr1=8, ctr2=4, ctr3=9, RNA=5454  (tn=40320, r=26)
step=140000: nr=1780, ctr1=7, ctr2=4, ctr3=8, RNA=5366  (tn=40320, r=28)
step=150000: nr=1758, ctr1=6, ctr2=4, ctr3=8, RNA=5277  (tn=40320, r=36)
step=160000: nr=1728, ctr1=5, ctr2=4, ctr3=8, RNA=5218  (tn=40320, r=23)
step=170000: nr=1720, ctr1=5, ctr2=3, ctr3=8, RNA=5166  (tn=40320, r=24)
step=180000: nr=1685, ctr1=4, ctr2=3, ctr3=7, RNA=5125  (tn=40320, r=33)
step=190000: nr=1658, ctr1=4, ctr2=3, ctr3=7, RNA=5063  (tn=40320, r=38)
step=200000: nr=1642, ctr1=3, ctr2=3, ctr3=6, RNA=4991  (tn=40320, r=31)
step=210000: nr=1641, ctr1=2, ctr2=3, ctr3=6, RNA=4962  (tn=40320, r=28)
step=220000: nr=1642, ctr1=2, ctr2=3, ctr3=6, RNA=4923  (tn=40320, r=38)
step=230000: nr=1627, ctr1=2, ctr2=3, ctr3=6, RNA=4858  (tn=40320, r=53)
step=240000: nr=1622, ctr1=2, ctr2=3, ctr3=6, RNA=4835  (tn=40320, r=34)
step=250000: nr=1624, ctr1=2, ctr2=3, ctr3=6, RNA=4799  (tn=40320, r=27)
step=260000: nr=1629, ctr1=2, ctr2=3, ctr3=6, RNA=4776  (tn=40320, r=40)
step=270000: nr=1619, ctr1=2, ctr2=3, ctr3=6, RNA=4742  (tn=40320, r=43)
step=280000: nr=1616, ctr1=2, ctr2=3, ctr3=6, RNA=4699  (tn=40320, r=50)
step=290000: nr=1591, ctr1=2, ctr2=3, ctr3=6, RNA=4677  (tn=40320, r=36)
step=300000: nr=1610, ctr1=2, ctr2=2, ctr3=6, RNA=4664  (tn=40320, r=36)
step=310000: nr=1611, ctr1=2, ctr2=2, ctr3=6, RNA=4636  (tn=40320, r=41)
step=320000: nr=1611, ctr1=2, ctr2=2, ctr3=6, RNA=4634  (tn=40320, r=46)
step=330000: nr=1614, ctr1=2, ctr2=2, ctr3=6, RNA=4606  (tn=40320, r=54)
step=340000: nr=1619, ctr1=2, ctr2=2, ctr3=6, RNA=4596  (tn=40320, r=46)
step=350000: nr=1603, ctr1=2, ctr2=2, ctr3=6, RNA=4536  (tn=40320, r=42)
step=360000: nr=1603, ctr1=2, ctr2=2, ctr3=6, RNA=4555  (tn=40320, r=45)
step=370000: nr=1589, ctr1=2, ctr2=1, ctr3=6, RNA=4549  (tn=40320, r=47)
step=380000: nr=1598, ctr1=2, ctr2=1, ctr3=5, RNA=4527  (tn=40320, r=53)
step=390000: nr=1584, ctr1=2, ctr2=1, ctr3=5, RNA=4473  (tn=40320, r=52)
step=400000: nr=1587, ctr1=2, ctr2=1, ctr3=5, RNA=4502  (tn=40320, r=48)
step=410000: nr=1569, ctr1=1, ctr2=1, ctr3=5, RNA=4485  (tn=40320, r=61)
step=420000: nr=1575, ctr1=1, ctr2=1, ctr3=5, RNA=4466  (tn=40320, r=49)
step=430000: nr=1566, ctr1=1, ctr2=1, ctr3=5, RNA=4449  (tn=40320, r=50)
step=440000: nr=1569, ctr1=1, ctr2=1, ctr3=5, RNA=4430  (tn=40320, r=58)
step=450000: nr=1582, ctr1=1, ctr2=1, ctr3=4, RNA=4416  (tn=40320, r=60)
step=460000: nr=1578, ctr1=1, ctr2=1, ctr3=4, RNA=4423  (tn=40320, r=59)
step=470000: nr=1554, ctr1=1, ctr2=1, ctr3=4, RNA=4381  (tn=40320, r=58)
step=480000: nr=1569, ctr1=1, ctr2=1, ctr3=3, RNA=4397  (tn=40320, r=59)
step=490000: nr=1560, ctr1=1, ctr2=1, ctr3=3, RNA=4393  (tn=40320, r=53)
step=500000: nr=1558, ctr1=1, ctr2=1, ctr3=3, RNA=4394  (tn=40320, r=51)
step=510000: nr=1559, ctr1=1, ctr2=1, ctr3=2, RNA=4387  (tn=40320, r=54)
step=520000: nr=1534, ctr1=1, ctr2=1, ctr3=2, RNA=4341  (tn=40320, r=62)
step=530000: nr=1546, ctr1=0, ctr2=1, ctr3=2, RNA=4395  (tn=40320, r=82)
step=540000: nr=1531, ctr1=0, ctr2=1, ctr3=2, RNA=4371  (tn=40320, r=61)
step=550000: nr=1541, ctr1=0, ctr2=1, ctr3=2, RNA=4351  (tn=40320, r=67)
step=560000: nr=1548, ctr1=0, ctr2=1, ctr3=2, RNA=4349  (tn=40320, r=56)
step=570000: nr=1539, ctr1=0, ctr2=1, ctr3=2, RNA=4320  (tn=40320, r=66)
step=580000: nr=1544, ctr1=0, ctr2=0, ctr3=2, RNA=4357  (tn=40320, r=56)
step=590000: nr=1528, ctr1=0, ctr2=0, ctr3=2, RNA=4357  (tn=40320, r=65)
step=600000: nr=1541, ctr1=0, ctr2=0, ctr3=2, RNA=4364  (tn=40320, r=67)
step=610000: nr=1532, ctr1=0, ctr2=0, ctr3=2, RNA=4367  (tn=40320, r=79)
step=620000: nr=1528, ctr1=0, ctr2=0, ctr3=2, RNA=4376  (tn=40320, r=60)
step=630000: nr=1529, ctr1=0, ctr2=0, ctr3=2, RNA=4356  (tn=40320, r=61)
step=640000: nr=1547, ctr1=0, ctr2=0, ctr3=2, RNA=4364  (tn=40320, r=59)
step=650000: nr=1549, ctr1=0, ctr2=0, ctr3=2, RNA=4358  (tn=40320, r=62)
step=660000: nr=1535, ctr1=0, ctr2=0, ctr3=2, RNA=4369  (tn=40320, r=86)
step=670000: nr=1544, ctr1=0, ctr2=0, ctr3=2, RNA=4362  (tn=40320, r=67)
step=680000: nr=1549, ctr1=0, ctr2=0, ctr3=2, RNA=4359  (tn=40320, r=66)
step=690000: nr=1539, ctr1=0, ctr2=0, ctr3=1, RNA=4311  (tn=40320, r=70)
step=700000: nr=1550, ctr1=0, ctr2=0, ctr3=1, RNA=4309  (tn=40320, r=71)
step=710000: nr=1547, ctr1=0, ctr2=0, ctr3=1, RNA=4290  (tn=40320, r=76)
step=720000: nr=1550, ctr1=0, ctr2=0, ctr3=1, RNA=4311  (tn=40320, r=77)
