step=0: nr=0, ctr1=0, ctr2=0, ctr3=0, RNA=0  (tn=40000, r=40000)
step=10000: nr=10, ctr1=10, ctr2=10, ctr3=10, RNA=2368  (tn=40320, r=37582)
step=20000: nr=278, ctr1=10, ctr2=9, ctr3=9, RNA=5679  (tn=40320, r=25610)
step=30000: nr=1204, ctr1=10, ctr2=8, ctr3=9, RNA=8038  (tn=40320, r=8436)
step=40000: nr=1786, ctr1=13, ctr2=8, ctr3=10, RNA=7987  (tn=40320, r=2304)
step=50000: nr=2062, ctr1=13, ctr2=8, ctr3=9, RNA=7437  (tn=40320, r=380)
step=60000: nr=2113, ctr1=15, ctr2=8, ctr3=9, RNA=6775  (tn=40320, r=76)
step=70000: nr=2218, ctr1=16, ctr2=8, ctr3=9, RNA=6384  (tn=40320, r=20)
step=80000: nr=2185, ctr1=15, ctr2=7, ctr3=8, RNA=6026  (tn=40320, r=13)
step=90000: nr=2162, ctr1=15, ctr2=7, ctr3=8, RNA=5755  (tn=40320, r=12)
step=100000: nr=2150, ctr1=15, ctr2=7, ctr3=8, RNA=5543  (tn=40320, r=13)
step=110000: nr=2122, ctr1=15, ctr2=7, ctr3=8, RNA=5351  (tn=40320, r=18)
step=120000: nr=2094, ctr1=15, ctr2=7, ctr3=7, RNA=5225  (tn=40320, r=17)
step=130000: nr=2071, ctr1=14, ctr2=7, ctr3=7, RNA=5144  (tn=40320, r=16)
step=140000: nr=2048, ctr1=12, ctr2=6, ctr3=7, RNA=5050  (tn=40320, r=19)
step=150000: nr=2025, ctr1=13, ctr2=6, ctr3=7, RNA=4981  (tn=40320, r=15)
step=160000: nr=2017, ctr1=12, ctr2=6, ctr3=7, RNA=4896  (tn=40320, r=21)
step=170000: nr=1988, ctr1=12, ctr2=6, ctr3=6, RNA=4883  (tn=40320, r=11)
step=180000: nr=1982, ctr1=12, ctr2=4, ctr3=5, RNA=4875  (tn=40320, r=23)
step=190000: nr=1976, ctr1=10, ctr2=3, ctr3=5, RNA=4847  (tn=40320, r=25)
step=200000: nr=1951, ctr1=10, ctr2=3, ctr3=5, RNA=4833  (tn=40320, r=16)
step=210000: nr=1925, ctr1=10, ctr2=3, ctr3=5, RNA=4766  (tn=40320, r=23)
step=220000: nr=1925, ctr1=8, ctr2=3, ctr3=5, RNA=4760  (tn=40320, r=21)
step=230000: nr=1918, ctr1=7, ctr2=3, ctr3=5, RNA=4730  (tn=40320, r=19)
step=240000: nr=1893, ctr1=7, ctr2=2, ctr3=4, RNA=4715  (tn=40320, r=20)
step=250000: nr=1865, ctr1=7, ctr2=2, ctr3=3, RNA=4710  (tn=40320, r=31)
step=260000: nr=1854, ctr1=7, ctr2=2, ctr3=3, RNA=4729  (tn=40320, r=21)
step=270000: nr=1857, ctr1=7, ctr2=2, ctr3=3, RNA=4672  (tn=40320, r=23)
step=280000: nr=1863, ctr1=7, ctr2=2, ctr3=3, RNA=4668  (tn=40320, r=27)
step=290000: nr=1818, ctr1=7, ctr2=2, ctr3=3, RNA=4642  (tn=40320, r=27)
step=300000: nr=1797, ctr1=7, ctr2=1, ctr3=3, RNA=4608  (tn=40320, r=26)
step=310000: nr=1794, ctr1=7, ctr2=1, ctr3=3, RNA=4601  (tn=40320, r=37)
step=320000: nr=1805, ctr1=7, ctr2=1, ctr3=3, RNA=4604  (tn=40320, r=36)
step=330000: nr=1819, ctr1=5, ctr2=1, ctr3=3, RNA=4587  (tn=40320, r=41)
step=340000: nr=1816, ctr1=4, ctr2=1, ctr3=3, RNA=4581  (tn=40320, r=26)
step=350000: nr=1815, ctr1=4, ctr2=1, ctr3=3, RNA=4585  (tn=40320, r=24)
step=360000: nr=1815, ctr1=4, ctr2=1, ctr3=3, RNA=4589  (tn=40320, r=30)
step=370000: nr=1795, ctr1=4, ctr2=1, ctr3=3, RNA=4523  (tn=40320, r=25)
step=380000: nr=1784, ctr1=4, ctr2=1, ctr3=3, RNA=4520  (tn=40320, r=31)
step=390000: nr=1797, ctr1=3, ctr2=1, ctr3=3, RNA=4529  (tn=40320, r=29)
step=400000: nr=1805, ctr1=3, ctr2=1, ctr3=3, RNA=4534  (tn=40320, r=31)
step=410000: nr=1779, ctr1=3, ctr2=1, ctr3=3, RNA=4490  (tn=40320, r=26)
step=420000: nr=1766, ctr1=3, ctr2=1, ctr3=3, RNA=4459  (tn=40320, r=30)
step=430000: nr=1754, ctr1=2, ctr2=1, ctr3=3, RNA=4460  (tn=40320, r=40)
step=440000: nr=1739, ctr1=2, ctr2=1, ctr3=2, RNA=4432  (tn=40320, r=25)
step=450000: nr=1740, ctr1=2, ctr2=1, ctr3=2, RNA=4446  (tn=40320, r=37)
