step=0: nr=0, ctr1=0, ctr2=0, ctr3=0, RNA=0  (tn=40000, r=40000)
step=10000: nr=10, ctr1=10, ctr2=10, ctr3=10, RNA=2360  (tn=40320, r=37604)
step=20000: nr=368, ctr1=9, ctr2=9, ctr3=9, RNA=5841  (tn=40320, r=24467)
step=30000: nr=1409, ctr1=9, ctr2=9, ctr3=9, RNA=7833  (tn=40320, r=6929)
step=40000: nr=1909, ctr1=9, ctr2=8, ctr3=9, RNA=7569  (tn=40320, r=1638)
step=50000: nr=2058, ctr1=8, ctr2=8, ctr3=9, RNA=6930  (tn=40320, r=234)
step=60000: nr=2051, ctr1=8, ctr2=8, ctr3=9, RNA=6391  (tn=40320, r=41)
step=70000: nr=2011, ctr1=8, ctr2=8, ctr3=9, RNA=5884  (tn=40320, r=20)
step=80000: nr=1979, ctr1=9, ctr2=8, ctr3=8, RNA=5597  (tn=40320, r=13)
step=90000: nr=1928, ctr1=9, ctr2=8, ctr3=8, RNA=5396  (tn=40320, r=17)
step=100000: nr=1904, ctr1=9, ctr2=9, ctr3=6, RNA=5235  (tn=40320, r=19)
step=110000: nr=1895, ctr1=8, ctr2=9, ctr3=6, RNA=5132  (tn=40320, r=19)
step=120000: nr=1866, ctr1=8, ctr2=10, ctr3=6, RNA=4992  (tn=40320, r=29)
step=130000: nr=1839, ctr1=8, ctr2=10, ctr3=5, RNA=4911  (tn=40320, r=22)
step=140000: nr=1830, ctr1=7, ctr2=11, ctr3=4, RNA=4841  (tn=40320, r=26)
step=150000: nr=1798, ctr1=7, ctr2=10, ctr3=4, RNA=4758  (tn=40320, r=35)
step=160000: nr=1802, ctr1=7, ctr2=10, ctr3=4, RNA=4733  (tn=40320, r=28)
step=170000: nr=1800, ctr1=7, ctr2=9, ctr3=4, RNA=4709  (tn=40320, r=26)
step=180000: nr=1767, ctr1=8, ctr2=8, ctr3=4, RNA=4660  (tn=40320, r=46)
step=190000: nr=1756, ctr1=8, ctr2=8, ctr3=4, RNA=4640  (tn=40320, r=41)
step=200000: nr=1786, ctr1=8, ctr2=8, ctr3=4, RNA=4616  (tn=40320, r=40)
step=210000: nr=1749, ctr1=6, ctr2=8, ctr3=4, RNA=4567  (tn=40320, r=53)
step=220000: nr=1758, ctr1=6, ctr2=8, ctr3=3, RNA=4561  (tn=40320, r=37)
step=230000: nr=1759, ctr1=5, ctr2=7, ctr3=3, RNA=4538  (tn=40320, r=42)
step=240000: nr=1750, ctr1=4, ctr2=5, ctr3=3, RNA=4515  (tn=40320, r=46)
step=250000: nr=1750, ctr1=4, ctr2=5, ctr3=3, RNA=4489  (tn=40320, r=37)
step=260000: nr=1730, ctr1=3, ctr2=5, ctr3=3, RNA=4439  (tn=40320, r=37)
step=270000: nr=1730, ctr1=3, ctr2=4, ctr3=2, RNA=4420  (tn=40320, r=34)
step=280000: nr=1742, ctr1=3, ctr2=3, ctr3=2, RNA=4398  (tn=40320, r=42)
step=290000: nr=1734, ctr1=3, ctr2=3, ctr3=2, RNA=4386  (tn=40320, r=37)
step=300000: nr=1730, ctr1=3, ctr2=3, ctr3=2, RNA=4408  (tn=40320, r=49)
step=310000: nr=1727, ctr1=3, ctr2=3, ctr3=2, RNA=4376  (tn=40320, r=49)
step=320000: nr=1747, ctr1=3, ctr2=3, ctr3=2, RNA=4362  (tn=40320, r=46)
step=330000: nr=1725, ctr1=3, ctr2=3, ctr3=2, RNA=4348  (tn=40320, r=49)
step=340000: nr=1705, ctr1=3, ctr2=2, ctr3=2, RNA=4322  (tn=40320, r=56)
step=350000: nr=1696, ctr1=3, ctr2=2, ctr3=2, RNA=4338  (tn=40320, r=55)
step=360000: nr=1710, ctr1=3, ctr2=2, ctr3=2, RNA=4336  (tn=40320, r=47)
step=370000: nr=1715, ctr1=3, ctr2=2, ctr3=2, RNA=4319  (tn=40320, r=40)
step=380000: nr=1698, ctr1=3, ctr2=2, ctr3=1, RNA=4329  (tn=40320, r=49)
step=390000: nr=1708, ctr1=3, ctr2=2, ctr3=1, RNA=4318  (tn=40320, r=43)
step=400000: nr=1690, ctr1=3, ctr2=2, ctr3=1, RNA=4320  (tn=40320, r=54)
step=410000: nr=1700, ctr1=3, ctr2=1, ctr3=1, RNA=4289  (tn=40320, r=48)
step=420000: nr=1684, ctr1=3, ctr2=1, ctr3=1, RNA=4275  (tn=40320, r=54)
step=430000: nr=1680, ctr1=3, ctr2=1, ctr3=1, RNA=4269  (tn=40320, r=48)
step=440000: nr=1706, ctr1=3, ctr2=1, ctr3=1, RNA=4315  (tn=40320, r=45)
step=450000: nr=1669, ctr1=3, ctr2=1, ctr3=1, RNA=4322  (tn=40320, r=58)
step=460000: nr=1653, ctr1=3, ctr2=1, ctr3=1, RNA=4309  (tn=40320, r=57)
step=470000: nr=1665, ctr1=3, ctr2=1, ctr3=1, RNA=4299  (tn=40320, r=47)
step=480000: nr=1672, ctr1=3, ctr2=1, ctr3=1, RNA=4285  (tn=40320, r=56)
step=490000: nr=1678, ctr1=3, ctr2=1, ctr3=0, RNA=4283  (tn=40320, r=55)
step=500000: nr=1666, ctr1=3, ctr2=1, ctr3=0, RNA=4287  (tn=40320, r=41)
step=510000: nr=1676, ctr1=3, ctr2=1, ctr3=0, RNA=4299  (tn=40320, r=40)
step=520000: nr=1662, ctr1=3, ctr2=1, ctr3=0, RNA=4267  (tn=40320, r=64)
step=530000: nr=1667, ctr1=3, ctr2=1, ctr3=0, RNA=4302  (tn=40320, r=53)
step=540000: nr=1660, ctr1=3, ctr2=1, ctr3=0, RNA=4290  (tn=40320, r=53)
step=550000: nr=1650, ctr1=3, ctr2=1, ctr3=0, RNA=4304  (tn=40320, r=55)
step=560000: nr=1647, ctr1=3, ctr2=1, ctr3=0, RNA=4294  (tn=40320, r=60)
step=570000: nr=1636, ctr1=3, ctr2=1, ctr3=0, RNA=4285  (tn=40320, r=60)
step=580000: nr=1638, ctr1=3, ctr2=1, ctr3=0, RNA=4290  (tn=40320, r=69)
step=590000: nr=1641, ctr1=2, ctr2=1, ctr3=0, RNA=4322  (tn=40320, r=46)
step=600000: nr=1640, ctr1=2, ctr2=1, ctr3=0, RNA=4299  (tn=40320, r=65)
step=610000: nr=1632, ctr1=2, ctr2=1, ctr3=0, RNA=4277  (tn=40320, r=71)
step=620000: nr=1630, ctr1=2, ctr2=1, ctr3=0, RNA=4280  (tn=40320, r=59)
step=630000: nr=1622, ctr1=2, ctr2=1, ctr3=0, RNA=4276  (tn=40320, r=61)
step=640000: nr=1633, ctr1=2, ctr2=1, ctr3=0, RNA=4249  (tn=40320, r=63)
step=650000: nr=1621, ctr1=2, ctr2=1, ctr3=0, RNA=4265  (tn=40320, r=65)
step=660000: nr=1609, ctr1=2, ctr2=1, ctr3=0, RNA=4278  (tn=40320, r=65)
step=670000: nr=1623, ctr1=2, ctr2=1, ctr3=0, RNA=4295  (tn=40320, r=53)
step=680000: nr=1616, ctr1=2, ctr2=1, ctr3=0, RNA=4252  (tn=40320, r=65)
step=690000: nr=1619, ctr1=2, ctr2=1, ctr3=0, RNA=4262  (tn=40320, r=46)
step=700000: nr=1626, ctr1=2, ctr2=1, ctr3=0, RNA=4218  (tn=40320, r=67)
step=710000: nr=1618, ctr1=1, ctr2=1, ctr3=0, RNA=4253  (tn=40320, r=53)
step=720000: nr=1623, ctr1=1, ctr2=1, ctr3=0, RNA=4247  (tn=40320, r=35)
step=730000: nr=1622, ctr1=1, ctr2=1, ctr3=0, RNA=4251  (tn=40320, r=66)
step=740000: nr=1625, ctr1=1, ctr2=1, ctr3=0, RNA=4267  (tn=40320, r=54)
step=750000: nr=1630, ctr1=1, ctr2=1, ctr3=0, RNA=4281  (tn=40320, r=63)
step=760000: nr=1613, ctr1=1, ctr2=1, ctr3=0, RNA=4251  (tn=40320, r=50)
step=770000: nr=1625, ctr1=1, ctr2=1, ctr3=0, RNA=4273  (tn=40320, r=44)
step=780000: nr=1616, ctr1=1, ctr2=1, ctr3=0, RNA=4284  (tn=40320, r=43)
step=790000: nr=1610, ctr1=1, ctr2=1, ctr3=0, RNA=4285  (tn=40320, r=47)
step=800000: nr=1612, ctr1=1, ctr2=1, ctr3=0, RNA=4253  (tn=40320, r=58)
step=810000: nr=1620, ctr1=0, ctr2=1, ctr3=0, RNA=4304  (tn=40320, r=66)
step=820000: nr=1608, ctr1=0, ctr2=1, ctr3=0, RNA=4326  (tn=40320, r=53)
step=830000: nr=1605, ctr1=0, ctr2=1, ctr3=0, RNA=4321  (tn=40320, r=49)
step=840000: nr=1612, ctr1=0, ctr2=1, ctr3=0, RNA=4311  (tn=40320, r=53)
step=850000: nr=1589, ctr1=0, ctr2=1, ctr3=0, RNA=4264  (tn=40320, r=68)
step=860000: nr=1603, ctr1=0, ctr2=1, ctr3=0, RNA=4277  (tn=40320, r=49)
step=870000: nr=1610, ctr1=0, ctr2=1, ctr3=0, RNA=4284  (tn=40320, r=55)
step=880000: nr=1594, ctr1=0, ctr2=1, ctr3=0, RNA=4280  (tn=40320, r=61)
step=890000: nr=1596, ctr1=0, ctr2=1, ctr3=0, RNA=4297  (tn=40320, r=50)
step=900000: nr=1608, ctr1=0, ctr2=0, ctr3=0, RNA=4307  (tn=40320, r=49)
step=910000: nr=1600, ctr1=0, ctr2=0, ctr3=0, RNA=4299  (tn=40320, r=54)
step=920000: nr=1591, ctr1=0, ctr2=0, ctr3=0, RNA=4306  (tn=40320, r=52)
step=930000: nr=1606, ctr1=0, ctr2=0, ctr3=0, RNA=4315  (tn=40320, r=52)
step=940000: nr=1605, ctr1=0, ctr2=0, ctr3=0, RNA=4306  (tn=40320, r=51)
step=950000: nr=1608, ctr1=0, ctr2=0, ctr3=0, RNA=4327  (tn=40320, r=48)
step=960000: nr=1611, ctr1=0, ctr2=0, ctr3=0, RNA=4334  (tn=40320, r=52)
step=970000: nr=1625, ctr1=0, ctr2=0, ctr3=0, RNA=4346  (tn=40320, r=43)
step=980000: nr=1634, ctr1=0, ctr2=0, ctr3=0, RNA=4338  (tn=40320, r=45)
step=990000: nr=1626, ctr1=0, ctr2=0, ctr3=0, RNA=4307  (tn=40320, r=55)
step=1000000: nr=1628, ctr1=0, ctr2=0, ctr3=0, RNA=4293  (tn=40320, r=44)
step=1010000: nr=1629, ctr1=0, ctr2=0, ctr3=0, RNA=4310  (tn=40320, r=39)
step=1020000: nr=1620, ctr1=0, ctr2=0, ctr3=0, RNA=4319  (tn=40320, r=46)
step=1030000: nr=1617, ctr1=0, ctr2=0, ctr3=0, RNA=4299  (tn=40320, r=44)
step=1040000: nr=1610, ctr1=0, ctr2=0, ctr3=0, RNA=4329  (tn=40320, r=57)
step=1050000: nr=1600, ctr1=0, ctr2=0, ctr3=0, RNA=4358  (tn=40320, r=51)
step=1060000: nr=1584, ctr1=0, ctr2=0, ctr3=0, RNA=4333  (tn=40320, r=49)
step=1070000: nr=1606, ctr1=0, ctr2=0, ctr3=0, RNA=4344  (tn=40320, r=42)
step=1080000: nr=1595, ctr1=0, ctr2=0, ctr3=0, RNA=4339  (tn=40320, r=39)
step=1090000: nr=1597, ctr1=0, ctr2=0, ctr3=0, RNA=4330  (tn=40320, r=54)
step=1100000: nr=1594, ctr1=0, ctr2=0, ctr3=0, RNA=4333  (tn=40320, r=40)
step=1110000: nr=1576, ctr1=0, ctr2=0, ctr3=0, RNA=4315  (tn=40320, r=46)
step=1120000: nr=1588, ctr1=0, ctr2=0, ctr3=0, RNA=4325  (tn=40320, r=51)
step=1130000: nr=1593, ctr1=0, ctr2=0, ctr3=0, RNA=4312  (tn=40320, r=37)
step=1140000: nr=1592, ctr1=0, ctr2=0, ctr3=0, RNA=4290  (tn=40320, r=44)
step=1150000: nr=1611, ctr1=0, ctr2=0, ctr3=0, RNA=4327  (tn=40320, r=46)
step=1160000: nr=1622, ctr1=0, ctr2=0, ctr3=0, RNA=4314  (tn=40320, r=41)
step=1170000: nr=1619, ctr1=0, ctr2=0, ctr3=0, RNA=4320  (tn=40320, r=44)
step=1180000: nr=1610, ctr1=0, ctr2=0, ctr3=0, RNA=4322  (tn=40320, r=42)
step=1190000: nr=1606, ctr1=0, ctr2=0, ctr3=0, RNA=4320  (tn=40320, r=44)
step=1200000: nr=1599, ctr1=0, ctr2=0, ctr3=0, RNA=4304  (tn=40320, r=54)
step=1210000: nr=1605, ctr1=0, ctr2=0, ctr3=0, RNA=4307  (tn=40320, r=51)
step=1220000: nr=1591, ctr1=0, ctr2=0, ctr3=0, RNA=4333  (tn=40320, r=48)
step=1230000: nr=1586, ctr1=0, ctr2=0, ctr3=0, RNA=4350  (tn=40320, r=59)
step=1240000: nr=1602, ctr1=0, ctr2=0, ctr3=0, RNA=4347  (tn=40320, r=53)
step=1250000: nr=1584, ctr1=0, ctr2=0, ctr3=0, RNA=4361  (tn=40320, r=55)
step=1260000: nr=1595, ctr1=0, ctr2=0, ctr3=0, RNA=4373  (tn=40320, r=37)
step=1270000: nr=1599, ctr1=0, ctr2=0, ctr3=0, RNA=4346  (tn=40320, r=66)
step=1280000: nr=1584, ctr1=0, ctr2=0, ctr3=0, RNA=4370  (tn=40320, r=56)
step=1290000: nr=1583, ctr1=0, ctr2=0, ctr3=0, RNA=4355  (tn=40320, r=46)
step=1300000: nr=1580, ctr1=0, ctr2=0, ctr3=0, RNA=4339  (tn=40320, r=59)
step=1310000: nr=1580, ctr1=0, ctr2=0, ctr3=0, RNA=4342  (tn=40320, r=50)
step=1320000: nr=1579, ctr1=0, ctr2=0, ctr3=0, RNA=4335  (tn=40320, r=56)
step=1330000: nr=1575, ctr1=0, ctr2=0, ctr3=0, RNA=4337  (tn=40320, r=59)
step=1340000: nr=1581, ctr1=0, ctr2=0, ctr3=0, RNA=4361  (tn=40320, r=43)
step=1350000: nr=1578, ctr1=0, ctr2=0, ctr3=0, RNA=4335  (tn=40320, r=45)
step=1360000: nr=1581, ctr1=0, ctr2=0, ctr3=0, RNA=4369  (tn=40320, r=32)
step=1370000: nr=1583, ctr1=0, ctr2=0, ctr3=0, RNA=4341  (tn=40320, r=54)
step=1380000: nr=1591, ctr1=0, ctr2=0, ctr3=0, RNA=4358  (tn=40320, r=42)
step=1390000: nr=1573, ctr1=0, ctr2=0, ctr3=0, RNA=4337  (tn=40320, r=43)
step=1400000: nr=1581, ctr1=0, ctr2=0, ctr3=0, RNA=4363  (tn=40320, r=63)
step=1410000: nr=1589, ctr1=0, ctr2=0, ctr3=0, RNA=4378  (tn=40320, r=52)
step=1420000: nr=1591, ctr1=0, ctr2=0, ctr3=0, RNA=4349  (tn=40320, r=45)
step=1430000: nr=1593, ctr1=0, ctr2=0, ctr3=0, RNA=4377  (tn=40320, r=42)
step=1440000: nr=1589, ctr1=0, ctr2=0, ctr3=0, RNA=4340  (tn=40320, r=46)
step=1450000: nr=1602, ctr1=0, ctr2=0, ctr3=0, RNA=4363  (tn=40320, r=51)
step=1460000: nr=1587, ctr1=0, ctr2=0, ctr3=0, RNA=4362  (tn=40320, r=31)
step=1470000: nr=1598, ctr1=0, ctr2=0, ctr3=0, RNA=4375  (tn=40320, r=41)
step=1480000: nr=1603, ctr1=0, ctr2=0, ctr3=0, RNA=4354  (tn=40320, r=37)
step=1490000: nr=1606, ctr1=0, ctr2=0, ctr3=0, RNA=4334  (tn=40320, r=42)
step=1500000: nr=1606, ctr1=0, ctr2=0, ctr3=0, RNA=4353  (tn=40320, r=45)
step=1510000: nr=1599, ctr1=0, ctr2=0, ctr3=0, RNA=4360  (tn=40320, r=52)
step=1520000: nr=1601, ctr1=0, ctr2=0, ctr3=0, RNA=4389  (tn=40320, r=39)
step=1530000: nr=1593, ctr1=0, ctr2=0, ctr3=0, RNA=4337  (tn=40320, r=47)
step=1540000: nr=1583, ctr1=0, ctr2=0, ctr3=0, RNA=4352  (tn=40320, r=31)
step=1550000: nr=1572, ctr1=0, ctr2=0, ctr3=0, RNA=4361  (tn=40320, r=41)
step=1560000: nr=1566, ctr1=0, ctr2=0, ctr3=0, RNA=4383  (tn=40320, r=52)
step=1570000: nr=1575, ctr1=0, ctr2=0, ctr3=0, RNA=4366  (tn=40320, r=53)
step=1580000: nr=1586, ctr1=0, ctr2=0, ctr3=0, RNA=4354  (tn=40320, r=57)
step=1590000: nr=1575, ctr1=0, ctr2=0, ctr3=0, RNA=4373  (tn=40320, r=37)
step=1600000: nr=1589, ctr1=0, ctr2=0, ctr3=0, RNA=4360  (tn=40320, r=46)
step=1610000: nr=1584, ctr1=0, ctr2=0, ctr3=0, RNA=4351  (tn=40320, r=52)
