step=0: nr=0, ctr1=0, ctr2=0, ctr3=0, RNA=0  (tn=40000, r=40000)
step=10000: nr=10, ctr1=10, ctr2=10, ctr3=10, RNA=2382  (tn=40320, r=37568)
step=20000: nr=321, ctr1=9, ctr2=10, ctr3=9, RNA=5394  (tn=40320, r=25944)
step=30000: nr=1110, ctr1=9, ctr2=9, ctr3=9, RNA=7952  (tn=40320, r=9318)
step=40000: nr=1574, ctr1=9, ctr2=8, ctr3=9, RNA=8110  (tn=40320, r=2724)
step=50000: nr=1750, ctr1=12, ctr2=8, ctr3=8, RNA=7615  (tn=40320, r=793)
step=60000: nr=1773, ctr1=13, ctr2=8, ctr3=8, RNA=7150  (tn=40320, r=226)
step=70000: nr=1796, ctr1=15, ctr2=8, ctr3=8, RNA=6724  (tn=40320, r=66)
step=80000: nr=1782, ctr1=18, ctr2=7, ctr3=8, RNA=6361  (tn=40320, r=27)
step=90000: nr=1804, ctr1=15, ctr2=7, ctr3=8, RNA=6085  (tn=40320, r=25)
step=100000: nr=1772, ctr1=14, ctr2=7, ctr3=8, RNA=5911  (tn=40320, r=10)
step=110000: nr=1738, ctr1=18, ctr2=7, ctr3=8, RNA=5724  (tn=40320, r=18)
step=120000: nr=1733, ctr1=21, ctr2=7, ctr3=8, RNA=5589  (tn=40320, r=22)
step=130000: nr=1731, ctr1=20, ctr2=7, ctr3=7, RNA=5549  (tn=40320, r=18)
step=140000: nr=1689, ctr1=18, ctr2=7, ctr3=7, RNA=5400  (tn=40320, r=11)
step=150000: nr=1687, ctr1=17, ctr2=7, ctr3=7, RNA=5318  (tn=40320, r=33)
step=160000: nr=1692, ctr1=17, ctr2=7, ctr3=6, RNA=5253  (tn=40320, r=25)
step=170000: nr=1666, ctr1=18, ctr2=6, ctr3=5, RNA=5191  (tn=40320, r=21)
step=180000: nr=1653, ctr1=19, ctr2=6, ctr3=5, RNA=5102  (tn=40320, r=21)
step=190000: nr=1633, ctr1=17, ctr2=5, ctr3=5, RNA=5062  (tn=40320, r=31)
step=200000: nr=1626, ctr1=17, ctr2=5, ctr3=5, RNA=5032  (tn=40320, r=31)
step=210000: nr=1619, ctr1=16, ctr2=5, ctr3=5, RNA=4989  (tn=40320, r=30)
step=220000: nr=1629, ctr1=16, ctr2=5, ctr3=5, RNA=4952  (tn=40320, r=32)
step=230000: nr=1603, ctr1=15, ctr2=5, ctr3=5, RNA=4860  (tn=40320, r=34)
step=240000: nr=1631, ctr1=12, ctr2=5, ctr3=5, RNA=4859  (tn=40320, r=20)
step=250000: nr=1617, ctr1=12, ctr2=5, ctr3=5, RNA=4798  (tn=40320, r=26)
step=260000: nr=1581, ctr1=11, ctr2=5, ctr3=5, RNA=4811  (tn=40320, r=33)
step=270000: nr=1561, ctr1=11, ctr2=5, ctr3=5, RNA=4796  (tn=40320, r=31)
step=280000: nr=1571, ctr1=10, ctr2=4, ctr3=4, RNA=4752  (tn=40320, r=39)
step=290000: nr=1578, ctr1=9, ctr2=4, ctr3=4, RNA=4698  (tn=40320, r=47)
step=300000: nr=1563, ctr1=8, ctr2=4, ctr3=4, RNA=4684  (tn=40320, r=55)
step=310000: nr=1562, ctr1=8, ctr2=4, ctr3=3, RNA=4650  (tn=40320, r=54)
step=320000: nr=1542, ctr1=7, ctr2=4, ctr3=3, RNA=4648  (tn=40320, r=62)
step=330000: nr=1522, ctr1=7, ctr2=4, ctr3=3, RNA=4624  (tn=40320, r=52)
step=340000: nr=1507, ctr1=7, ctr2=4, ctr3=3, RNA=4584  (tn=40320, r=58)
step=350000: nr=1488, ctr1=7, ctr2=4, ctr3=3, RNA=4525  (tn=40320, r=62)
step=360000: nr=1481, ctr1=7, ctr2=4, ctr3=2, RNA=4499  (tn=40320, r=52)
step=370000: nr=1471, ctr1=6, ctr2=4, ctr3=2, RNA=4494  (tn=40320, r=41)
step=380000: nr=1465, ctr1=6, ctr2=4, ctr3=2, RNA=4448  (tn=40320, r=54)
step=390000: nr=1469, ctr1=6, ctr2=3, ctr3=2, RNA=4414  (tn=40320, r=56)
step=400000: nr=1440, ctr1=5, ctr2=3, ctr3=2, RNA=4427  (tn=40320, r=69)
step=410000: nr=1437, ctr1=5, ctr2=3, ctr3=2, RNA=4405  (tn=40320, r=60)
step=420000: nr=1419, ctr1=5, ctr2=3, ctr3=2, RNA=4370  (tn=40320, r=68)
step=430000: nr=1431, ctr1=5, ctr2=3, ctr3=2, RNA=4389  (tn=40320, r=67)
step=440000: nr=1423, ctr1=5, ctr2=3, ctr3=2, RNA=4371  (tn=40320, r=74)
step=450000: nr=1437, ctr1=5, ctr2=3, ctr3=2, RNA=4388  (tn=40320, r=61)
step=460000: nr=1434, ctr1=5, ctr2=3, ctr3=2, RNA=4367  (tn=40320, r=74)
step=470000: nr=1434, ctr1=5, ctr2=3, ctr3=2, RNA=4365  (tn=40320, r=70)
step=480000: nr=1433, ctr1=4, ctr2=3, ctr3=2, RNA=4361  (tn=40320, r=71)
step=490000: nr=1430, ctr1=4, ctr2=3, ctr3=2, RNA=4356  (tn=40320, r=60)
step=500000: nr=1424, ctr1=4, ctr2=3, ctr3=2, RNA=4356  (tn=40320, r=87)
step=510000: nr=1437, ctr1=4, ctr2=3, ctr3=2, RNA=4339  (tn=40320, r=95)
step=520000: nr=1429, ctr1=4, ctr2=3, ctr3=2, RNA=4342  (tn=40320, r=81)
step=530000: nr=1425, ctr1=3, ctr2=3, ctr3=2, RNA=4311  (tn=40320, r=72)
step=540000: nr=1422, ctr1=3, ctr2=3, ctr3=2, RNA=4312  (tn=40320, r=80)
step=550000: nr=1428, ctr1=3, ctr2=3, ctr3=2, RNA=4288  (tn=40320, r=82)
step=560000: nr=1423, ctr1=4, ctr2=3, ctr3=1, RNA=4259  (tn=40320, r=85)
