step=0: nr=0, ctr1=0, ctr2=0, ctr3=0, RNA=0  (tn=40000, r=40000)
step=10000: nr=10, ctr1=10, ctr2=10, ctr3=10, RNA=2329  (tn=40320, r=37623)
step=20000: nr=315, ctr1=9, ctr2=10, ctr3=10, RNA=5453  (tn=40320, r=25839)
step=30000: nr=1325, ctr1=9, ctr2=10, ctr3=10, RNA=7888  (tn=40320, r=8306)
step=40000: nr=1828, ctr1=10, ctr2=9, ctr3=10, RNA=8110  (tn=40320, r=1778)
step=50000: nr=2062, ctr1=10, ctr2=9, ctr3=9, RNA=7586  (tn=40320, r=243)
step=60000: nr=2056, ctr1=10, ctr2=9, ctr3=8, RNA=6974  (tn=40320, r=37)
step=70000: nr=2040, ctr1=10, ctr2=9, ctr3=8, RNA=6425  (tn=40320, r=16)
step=80000: nr=1965, ctr1=9, ctr2=8, ctr3=8, RNA=5892  (tn=40320, r=13)
step=90000: nr=1918, ctr1=9, ctr2=8, ctr3=8, RNA=5565  (tn=40320, r=18)
step=100000: nr=1902, ctr1=9, ctr2=8, ctr3=8, RNA=5350  (tn=40320, r=24)
step=110000: nr=1876, ctr1=9, ctr2=8, ctr3=7, RNA=5201  (tn=40320, r=28)
step=120000: nr=1846, ctr1=8, ctr2=8, ctr3=7, RNA=5076  (tn=40320, r=23)
step=130000: nr=1826, ctr1=7, ctr2=7, ctr3=7, RNA=4936  (tn=40320, r=22)
step=140000: nr=1821, ctr1=7, ctr2=6, ctr3=6, RNA=4881  (tn=40320, r=36)
step=150000: nr=1833, ctr1=6, ctr2=5, ctr3=6, RNA=4851  (tn=40320, r=25)
step=160000: nr=1813, ctr1=6, ctr2=5, ctr3=6, RNA=4789  (tn=40320, r=24)
step=170000: nr=1797, ctr1=5, ctr2=4, ctr3=6, RNA=4745  (tn=40320, r=45)
step=180000: nr=1793, ctr1=3, ctr2=5, ctr3=6, RNA=4704  (tn=40320, r=38)
step=190000: nr=1809, ctr1=3, ctr2=5, ctr3=5, RNA=4680  (tn=40320, r=50)
step=200000: nr=1813, ctr1=3, ctr2=5, ctr3=4, RNA=4665  (tn=40320, r=45)
step=210000: nr=1809, ctr1=3, ctr2=5, ctr3=4, RNA=4636  (tn=40320, r=51)
step=220000: nr=1786, ctr1=2, ctr2=5, ctr3=4, RNA=4567  (tn=40320, r=55)
step=230000: nr=1782, ctr1=2, ctr2=5, ctr3=4, RNA=4572  (tn=40320, r=43)
step=240000: nr=1785, ctr1=2, ctr2=5, ctr3=4, RNA=4551  (tn=40320, r=35)
step=250000: nr=1783, ctr1=2, ctr2=4, ctr3=4, RNA=4543  (tn=40320, r=51)
step=260000: nr=1757, ctr1=2, ctr2=4, ctr3=4, RNA=4470  (tn=40320, r=46)
step=270000: nr=1758, ctr1=2, ctr2=4, ctr3=4, RNA=4463  (tn=40320, r=60)
step=280000: nr=1767, ctr1=2, ctr2=4, ctr3=4, RNA=4444  (tn=40320, r=52)
step=290000: nr=1760, ctr1=2, ctr2=3, ctr3=4, RNA=4425  (tn=40320, r=60)
step=300000: nr=1762, ctr1=2, ctr2=3, ctr3=4, RNA=4433  (tn=40320, r=45)
step=310000: nr=1757, ctr1=2, ctr2=3, ctr3=4, RNA=4390  (tn=40320, r=47)
step=320000: nr=1739, ctr1=2, ctr2=3, ctr3=4, RNA=4350  (tn=40320, r=51)
step=330000: nr=1755, ctr1=2, ctr2=3, ctr3=4, RNA=4387  (tn=40320, r=50)
step=340000: nr=1750, ctr1=2, ctr2=2, ctr3=4, RNA=4375  (tn=40320, r=58)
step=350000: nr=1749, ctr1=2, ctr2=2, ctr3=4, RNA=4345  (tn=40320, r=63)
step=360000: nr=1742, ctr1=2, ctr2=2, ctr3=4, RNA=4342  (tn=40320, r=52)
step=370000: nr=1730, ctr1=2, ctr2=2, ctr3=4, RNA=4303  (tn=40320, r=65)
step=380000: nr=1748, ctr1=2, ctr2=2, ctr3=4, RNA=4309  (tn=40320, r=66)
step=390000: nr=1741, ctr1=2, ctr2=2, ctr3=4, RNA=4289  (tn=40320, r=56)
step=400000: nr=1750, ctr1=2, ctr2=2, ctr3=4, RNA=4295  (tn=40320, r=60)
step=410000: nr=1735, ctr1=2, ctr2=2, ctr3=4, RNA=4272  (tn=40320, r=57)
step=420000: nr=1739, ctr1=2, ctr2=2, ctr3=4, RNA=4219  (tn=40320, r=69)
step=430000: nr=1757, ctr1=2, ctr2=2, ctr3=4, RNA=4245  (tn=40320, r=55)
step=440000: nr=1765, ctr1=2, ctr2=2, ctr3=4, RNA=4211  (tn=40320, r=42)
step=450000: nr=1775, ctr1=2, ctr2=2, ctr3=4, RNA=4202  (tn=40320, r=53)
step=460000: nr=1758, ctr1=2, ctr2=2, ctr3=4, RNA=4198  (tn=40320, r=64)
step=470000: nr=1756, ctr1=2, ctr2=2, ctr3=4, RNA=4184  (tn=40320, r=69)
step=480000: nr=1766, ctr1=2, ctr2=2, ctr3=4, RNA=4191  (tn=40320, r=51)
step=490000: nr=1784, ctr1=0, ctr2=2, ctr3=3, RNA=4205  (tn=40320, r=54)
step=500000: nr=1764, ctr1=0, ctr2=2, ctr3=3, RNA=4174  (tn=40320, r=53)
step=510000: nr=1741, ctr1=0, ctr2=2, ctr3=3, RNA=4153  (tn=40320, r=68)
step=520000: nr=1754, ctr1=0, ctr2=2, ctr3=3, RNA=4155  (tn=40320, r=48)
step=530000: nr=1742, ctr1=0, ctr2=2, ctr3=2, RNA=4135  (tn=40320, r=75)
step=540000: nr=1749, ctr1=0, ctr2=2, ctr3=1, RNA=4138  (tn=40320, r=60)
step=550000: nr=1757, ctr1=0, ctr2=2, ctr3=1, RNA=4145  (tn=40320, r=56)
step=560000: nr=1756, ctr1=0, ctr2=2, ctr3=1, RNA=4110  (tn=40320, r=54)
step=570000: nr=1749, ctr1=0, ctr2=2, ctr3=1, RNA=4106  (tn=40320, r=66)
step=580000: nr=1738, ctr1=0, ctr2=2, ctr3=1, RNA=4067  (tn=40320, r=52)
step=590000: nr=1738, ctr1=0, ctr2=2, ctr3=1, RNA=4105  (tn=40320, r=52)
step=600000: nr=1739, ctr1=0, ctr2=2, ctr3=0, RNA=4072  (tn=40320, r=66)
step=610000: nr=1753, ctr1=0, ctr2=2, ctr3=0, RNA=4104  (tn=40320, r=49)
step=620000: nr=1740, ctr1=0, ctr2=2, ctr3=0, RNA=4077  (tn=40320, r=64)
step=630000: nr=1750, ctr1=0, ctr2=2, ctr3=0, RNA=4067  (tn=40320, r=60)
step=640000: nr=1744, ctr1=0, ctr2=2, ctr3=0, RNA=4067  (tn=40320, r=51)
step=650000: nr=1741, ctr1=0, ctr2=2, ctr3=0, RNA=4070  (tn=40320, r=55)
step=660000: nr=1758, ctr1=0, ctr2=2, ctr3=0, RNA=4095  (tn=40320, r=66)
step=670000: nr=1737, ctr1=0, ctr2=2, ctr3=0, RNA=4064  (tn=40320, r=73)
step=680000: nr=1738, ctr1=0, ctr2=2, ctr3=0, RNA=4031  (tn=40320, r=68)
step=690000: nr=1744, ctr1=0, ctr2=2, ctr3=0, RNA=4042  (tn=40320, r=65)
step=700000: nr=1744, ctr1=0, ctr2=2, ctr3=0, RNA=4003  (tn=40320, r=67)
