step=0: nr=0, ctr1=0, ctr2=0, ctr3=0, RNA=0  (tn=40000, r=40000)
step=10000: nr=10, ctr1=10, ctr2=10, ctr3=10, RNA=2490  (tn=40320, r=37461)
step=20000: nr=296, ctr1=9, ctr2=10, ctr3=10, RNA=5388  (tn=40320, r=25535)
step=30000: nr=1155, ctr1=11, ctr2=10, ctr3=10, RNA=7242  (tn=40320, r=9884)
step=40000: nr=1619, ctr1=10, ctr2=10, ctr3=10, RNA=7247  (tn=40320, r=4063)
step=50000: nr=1852, ctr1=11, ctr2=9, ctr3=10, RNA=7125  (tn=40320, r=1044)
step=60000: nr=2010, ctr1=12, ctr2=8, ctr3=9, RNA=6785  (tn=40320, r=148)
step=70000: nr=2026, ctr1=11, ctr2=8, ctr3=9, RNA=6347  (tn=40320, r=20)
step=80000: nr=1992, ctr1=10, ctr2=7, ctr3=9, RNA=5933  (tn=40320, r=21)
step=90000: nr=1965, ctr1=9, ctr2=7, ctr3=8, RNA=5686  (tn=40320, r=18)
step=100000: nr=1949, ctr1=8, ctr2=7, ctr3=8, RNA=5472  (tn=40320, r=18)
step=110000: nr=1940, ctr1=8, ctr2=7, ctr3=8, RNA=5296  (tn=40320, r=18)
step=120000: nr=1925, ctr1=7, ctr2=7, ctr3=8, RNA=5205  (tn=40320, r=9)
step=130000: nr=1912, ctr1=7, ctr2=6, ctr3=8, RNA=5118  (tn=40320, r=17)
step=140000: nr=1890, ctr1=6, ctr2=6, ctr3=8, RNA=5060  (tn=40320, r=19)
step=150000: nr=1873, ctr1=6, ctr2=6, ctr3=8, RNA=5001  (tn=40320, r=22)
step=160000: nr=1865, ctr1=6, ctr2=6, ctr3=8, RNA=5012  (tn=40320, r=22)
step=170000: nr=1861, ctr1=6, ctr2=6, ctr3=8, RNA=4974  (tn=40320, r=19)
step=180000: nr=1852, ctr1=6, ctr2=5, ctr3=8, RNA=4959  (tn=40320, r=21)
step=190000: nr=1846, ctr1=6, ctr2=5, ctr3=8, RNA=4905  (tn=40320, r=27)
step=200000: nr=1826, ctr1=6, ctr2=5, ctr3=8, RNA=4862  (tn=40320, r=22)
step=210000: nr=1819, ctr1=5, ctr2=5, ctr3=8, RNA=4806  (tn=40320, r=29)
step=220000: nr=1822, ctr1=4, ctr2=5, ctr3=8, RNA=4816  (tn=40320, r=29)
step=230000: nr=1823, ctr1=3, ctr2=5, ctr3=7, RNA=4779  (tn=40320, r=23)
step=240000: nr=1796, ctr1=3, ctr2=5, ctr3=7, RNA=4751  (tn=40320, r=31)
