step=0: nr=0, ctr1=0, ctr2=0, ctr3=0, RNA=0  (tn=40000, r=40000)
step=10000: nr=10, ctr1=10, ctr2=10, ctr3=10, RNA=2307  (tn=40320, r=37639)
step=20000: nr=273, ctr1=11, ctr2=9, ctr3=10, RNA=5576  (tn=40320, r=25717)
step=30000: nr=1181, ctr1=11, ctr2=9, ctr3=10, RNA=7762  (tn=40320, r=9268)
step=40000: nr=1723, ctr1=10, ctr2=9, ctr3=10, RNA=8103  (tn=40320, r=1772)
step=50000: nr=1985, ctr1=10, ctr2=7, ctr3=10, RNA=7498  (tn=40320, r=350)
step=60000: nr=2084, ctr1=9, ctr2=6, ctr3=10, RNA=7094  (tn=40320, r=56)
step=70000: nr=2147, ctr1=9, ctr2=5, ctr3=10, RNA=6764  (tn=40320, r=22)
step=80000: nr=2167, ctr1=10, ctr2=4, ctr3=9, RNA=6506  (tn=40320, r=10)
step=90000: nr=2177, ctr1=9, ctr2=4, ctr3=9, RNA=6240  (tn=40320, r=9)
step=100000: nr=2148, ctr1=9, ctr2=4, ctr3=8, RNA=5999  (tn=40320, r=7)
step=110000: nr=2093, ctr1=9, ctr2=4, ctr3=8, RNA=5771  (tn=40320, r=9)
step=120000: nr=2053, ctr1=9, ctr2=4, ctr3=8, RNA=5572  (tn=40320, r=4)
step=130000: nr=1992, ctr1=8, ctr2=4, ctr3=8, RNA=5339  (tn=40320, r=14)
step=140000: nr=1948, ctr1=8, ctr2=4, ctr3=8, RNA=5162  (tn=40320, r=21)
step=150000: nr=1886, ctr1=8, ctr2=4, ctr3=8, RNA=5066  (tn=40320, r=14)
step=160000: nr=1847, ctr1=8, ctr2=4, ctr3=8, RNA=4963  (tn=40320, r=22)
step=170000: nr=1848, ctr1=8, ctr2=4, ctr3=7, RNA=4905  (tn=40320, r=21)
step=180000: nr=1828, ctr1=7, ctr2=3, ctr3=7, RNA=4857  (tn=40320, r=26)
step=190000: nr=1845, ctr1=8, ctr2=3, ctr3=6, RNA=4843  (tn=40320, r=30)
step=200000: nr=1838, ctr1=7, ctr2=2, ctr3=5, RNA=4811  (tn=40320, r=23)
step=210000: nr=1813, ctr1=7, ctr2=2, ctr3=5, RNA=4816  (tn=40320, r=32)
step=220000: nr=1813, ctr1=7, ctr2=2, ctr3=5, RNA=4777  (tn=40320, r=30)
step=230000: nr=1800, ctr1=7, ctr2=2, ctr3=5, RNA=4752  (tn=40320, r=29)
step=240000: nr=1784, ctr1=7, ctr2=2, ctr3=5, RNA=4742  (tn=40320, r=30)
step=250000: nr=1763, ctr1=6, ctr2=2, ctr3=4, RNA=4721  (tn=40320, r=29)
step=260000: nr=1770, ctr1=6, ctr2=2, ctr3=3, RNA=4711  (tn=40320, r=41)
step=270000: nr=1766, ctr1=6, ctr2=2, ctr3=3, RNA=4698  (tn=40320, r=25)
step=280000: nr=1751, ctr1=6, ctr2=2, ctr3=3, RNA=4667  (tn=40320, r=36)
step=290000: nr=1773, ctr1=6, ctr2=2, ctr3=3, RNA=4702  (tn=40320, r=33)
step=300000: nr=1734, ctr1=5, ctr2=2, ctr3=3, RNA=4633  (tn=40320, r=36)
step=310000: nr=1746, ctr1=5, ctr2=1, ctr3=3, RNA=4625  (tn=40320, r=31)
step=320000: nr=1743, ctr1=5, ctr2=1, ctr3=3, RNA=4642  (tn=40320, r=32)
step=330000: nr=1755, ctr1=5, ctr2=1, ctr3=3, RNA=4625  (tn=40320, r=48)
step=340000: nr=1750, ctr1=5, ctr2=1, ctr3=2, RNA=4602  (tn=40320, r=30)
step=350000: nr=1734, ctr1=5, ctr2=1, ctr3=2, RNA=4596  (tn=40320, r=32)
step=360000: nr=1743, ctr1=5, ctr2=1, ctr3=2, RNA=4600  (tn=40320, r=34)
step=370000: nr=1710, ctr1=5, ctr2=1, ctr3=2, RNA=4577  (tn=40320, r=29)
step=380000: nr=1714, ctr1=5, ctr2=1, ctr3=2, RNA=4552  (tn=40320, r=35)
step=390000: nr=1708, ctr1=5, ctr2=1, ctr3=2, RNA=4564  (tn=40320, r=46)
step=400000: nr=1696, ctr1=4, ctr2=0, ctr3=2, RNA=4562  (tn=40320, r=28)
step=410000: nr=1695, ctr1=4, ctr2=0, ctr3=2, RNA=4542  (tn=40320, r=33)
step=420000: nr=1693, ctr1=4, ctr2=0, ctr3=2, RNA=4505  (tn=40320, r=34)
step=430000: nr=1703, ctr1=4, ctr2=0, ctr3=2, RNA=4545  (tn=40320, r=44)
step=440000: nr=1685, ctr1=4, ctr2=0, ctr3=2, RNA=4515  (tn=40320, r=38)
step=450000: nr=1682, ctr1=4, ctr2=0, ctr3=1, RNA=4501  (tn=40320, r=54)
step=460000: nr=1695, ctr1=4, ctr2=0, ctr3=1, RNA=4540  (tn=40320, r=34)
step=470000: nr=1693, ctr1=4, ctr2=0, ctr3=1, RNA=4498  (tn=40320, r=60)
step=480000: nr=1698, ctr1=3, ctr2=0, ctr3=1, RNA=4518  (tn=40320, r=45)
step=490000: nr=1681, ctr1=2, ctr2=0, ctr3=0, RNA=4526  (tn=40320, r=44)
step=500000: nr=1683, ctr1=2, ctr2=0, ctr3=0, RNA=4467  (tn=40320, r=51)
step=510000: nr=1669, ctr1=2, ctr2=0, ctr3=0, RNA=4460  (tn=40320, r=44)
step=520000: nr=1668, ctr1=2, ctr2=0, ctr3=0, RNA=4489  (tn=40320, r=47)
step=530000: nr=1680, ctr1=2, ctr2=0, ctr3=0, RNA=4500  (tn=40320, r=46)
step=540000: nr=1669, ctr1=2, ctr2=0, ctr3=0, RNA=4485  (tn=40320, r=40)
step=550000: nr=1674, ctr1=2, ctr2=0, ctr3=0, RNA=4469  (tn=40320, r=46)
step=560000: nr=1682, ctr1=2, ctr2=0, ctr3=0, RNA=4474  (tn=40320, r=50)
step=570000: nr=1675, ctr1=2, ctr2=0, ctr3=0, RNA=4471  (tn=40320, r=41)
step=580000: nr=1687, ctr1=2, ctr2=0, ctr3=0, RNA=4451  (tn=40320, r=42)
step=590000: nr=1669, ctr1=2, ctr2=0, ctr3=0, RNA=4458  (tn=40320, r=45)
step=600000: nr=1676, ctr1=2, ctr2=0, ctr3=0, RNA=4469  (tn=40320, r=36)
step=610000: nr=1669, ctr1=1, ctr2=0, ctr3=0, RNA=4430  (tn=40320, r=48)
step=620000: nr=1671, ctr1=1, ctr2=0, ctr3=0, RNA=4452  (tn=40320, r=47)
step=630000: nr=1668, ctr1=1, ctr2=0, ctr3=0, RNA=4422  (tn=40320, r=50)
step=640000: nr=1667, ctr1=1, ctr2=0, ctr3=0, RNA=4476  (tn=40320, r=51)
step=650000: nr=1662, ctr1=1, ctr2=0, ctr3=0, RNA=4444  (tn=40320, r=49)
step=660000: nr=1649, ctr1=1, ctr2=0, ctr3=0, RNA=4460  (tn=40320, r=50)
step=670000: nr=1641, ctr1=1, ctr2=0, ctr3=0, RNA=4435  (tn=40320, r=59)
step=680000: nr=1640, ctr1=1, ctr2=0, ctr3=0, RNA=4457  (tn=40320, r=49)
step=690000: nr=1643, ctr1=1, ctr2=0, ctr3=0, RNA=4405  (tn=40320, r=55)
step=700000: nr=1653, ctr1=1, ctr2=0, ctr3=0, RNA=4406  (tn=40320, r=44)
step=710000: nr=1661, ctr1=1, ctr2=0, ctr3=0, RNA=4433  (tn=40320, r=39)
step=720000: nr=1646, ctr1=1, ctr2=0, ctr3=0, RNA=4417  (tn=40320, r=47)
step=730000: nr=1637, ctr1=1, ctr2=0, ctr3=0, RNA=4421  (tn=40320, r=47)
step=740000: nr=1635, ctr1=1, ctr2=0, ctr3=0, RNA=4429  (tn=40320, r=53)
step=750000: nr=1629, ctr1=1, ctr2=0, ctr3=0, RNA=4426  (tn=40320, r=51)
step=760000: nr=1651, ctr1=1, ctr2=0, ctr3=0, RNA=4442  (tn=40320, r=47)
step=770000: nr=1648, ctr1=1, ctr2=0, ctr3=0, RNA=4400  (tn=40320, r=64)
step=780000: nr=1650, ctr1=1, ctr2=0, ctr3=0, RNA=4411  (tn=40320, r=56)
step=790000: nr=1637, ctr1=1, ctr2=0, ctr3=0, RNA=4411  (tn=40320, r=52)
step=800000: nr=1654, ctr1=1, ctr2=0, ctr3=0, RNA=4393  (tn=40320, r=49)
step=810000: nr=1644, ctr1=1, ctr2=0, ctr3=0, RNA=4420  (tn=40320, r=57)
step=820000: nr=1656, ctr1=2, ctr2=0, ctr3=0, RNA=4436  (tn=40320, r=58)
step=830000: nr=1648, ctr1=2, ctr2=0, ctr3=0, RNA=4440  (tn=40320, r=52)
step=840000: nr=1645, ctr1=2, ctr2=0, ctr3=0, RNA=4416  (tn=40320, r=52)
step=850000: nr=1639, ctr1=2, ctr2=0, ctr3=0, RNA=4401  (tn=40320, r=40)
step=860000: nr=1664, ctr1=2, ctr2=0, ctr3=0, RNA=4389  (tn=40320, r=54)
step=870000: nr=1655, ctr1=2, ctr2=0, ctr3=0, RNA=4396  (tn=40320, r=57)
step=880000: nr=1661, ctr1=2, ctr2=0, ctr3=0, RNA=4371  (tn=40320, r=51)
step=890000: nr=1661, ctr1=2, ctr2=0, ctr3=0, RNA=4346  (tn=40320, r=55)
step=900000: nr=1635, ctr1=2, ctr2=0, ctr3=0, RNA=4348  (tn=40320, r=59)
step=910000: nr=1667, ctr1=2, ctr2=0, ctr3=0, RNA=4364  (tn=40320, r=49)
step=920000: nr=1649, ctr1=2, ctr2=0, ctr3=0, RNA=4344  (tn=40320, r=43)
step=930000: nr=1667, ctr1=2, ctr2=0, ctr3=0, RNA=4348  (tn=40320, r=54)
step=940000: nr=1674, ctr1=2, ctr2=0, ctr3=0, RNA=4334  (tn=40320, r=54)
step=950000: nr=1676, ctr1=2, ctr2=0, ctr3=0, RNA=4345  (tn=40320, r=43)
step=960000: nr=1673, ctr1=2, ctr2=0, ctr3=0, RNA=4347  (tn=40320, r=57)
step=970000: nr=1667, ctr1=2, ctr2=0, ctr3=0, RNA=4340  (tn=40320, r=59)
step=980000: nr=1664, ctr1=2, ctr2=0, ctr3=0, RNA=4336  (tn=40320, r=51)
step=990000: nr=1683, ctr1=2, ctr2=0, ctr3=0, RNA=4334  (tn=40320, r=36)
step=1000000: nr=1663, ctr1=2, ctr2=0, ctr3=0, RNA=4288  (tn=40320, r=55)
step=1010000: nr=1678, ctr1=2, ctr2=0, ctr3=0, RNA=4333  (tn=40320, r=45)
step=1020000: nr=1683, ctr1=2, ctr2=0, ctr3=0, RNA=4329  (tn=40320, r=43)
step=1030000: nr=1682, ctr1=2, ctr2=0, ctr3=0, RNA=4337  (tn=40320, r=45)
step=1040000: nr=1674, ctr1=2, ctr2=0, ctr3=0, RNA=4330  (tn=40320, r=61)
step=1050000: nr=1685, ctr1=2, ctr2=0, ctr3=0, RNA=4317  (tn=40320, r=63)
